Doc_ID,Doc_TitleDescription,Doc_NameID [NameAuthority::OfficialCombined] ,[NameAuthority::OfficialCombined] Reference,Doc_Photographer,Doc_Date,Doc_BeginDateFilter,Doc_EndDateFilter,Doc_Type,Doc_Source,Doc_Note,Doc_ObjectID [Object::Object_KressCatalogNumber...Object_Title…Object_ArtistNameID [NameAuthority::OfficialCombined]...Object_InstitutionNameID [NameAuthority::OfficialCombined]],Object_KressCatalogNumber reference,Object_Title Reference,Object_ArtistOfficalCombined Reference,Object_InstitutionOfficialCombined reference,Doc_DocumentFilename,Doc_RelatedObjectID,,
DOC16046,"K1954 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,2364,K1954,Three Figures Dressed for a Masquerade,Louis-Joseph Le Lorrain,National Gallery of Art,52B2_K1954_04_16046.pdf,2364,,
DOC16047,"K1954 - Conservation report, 1992",NAM0858,NGA,,1992,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2364,K1954,Three Figures Dressed for a Masquerade,Louis-Joseph Le Lorrain,National Gallery of Art,52B2_K1954_07_16047.pdf,2364,,
DOC16048,"K1954 - Conservation report, 2003",NAM0858,NGA,,2003,2000,2004,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2364,K1954,Three Figures Dressed for a Masquerade,Louis-Joseph Le Lorrain,National Gallery of Art,52B2_K1954_07_16048.pdf,2364,,
DOC16049,"K1956 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_04_16049.pdf,1474,,
DOC16050,"K1956 - Work summary log, 1967",NAM0858,NGA,,1967,1965,1969,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_06_16050.pdf,1474,,
DOC16051,"K1956 - Conservation report, 1990",NAM0858,NGA,,1990,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_07_16051.pdf,1474,,
DOC16052,"K1956 - Conservation report, 1993",NAM0858,NGA,,1993,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_07_16052.pdf,1474,,
DOC16053,"K1956 - Conservation report, 1994",NAM0858,NGA,,1994,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_07_16053.pdf,1474,,
DOC16054,"K1956 - Conservation report, 1993",NAM0858,NGA,,1993,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_07_16054.pdf,1474,,
DOC16055,"K1956 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_08_16055.pdf,1474,,
DOC16056,"K1956 - Photograph, 1993",,,,1993,1990,1994,Photograph,"National Gallery of Art, Paintings Conservation Records",,1474,K1956,Memorial to Admiral Sir Clowdisley Shovell,Sebastiano Ricci and Marco Ricci,National Gallery of Art,52B2_K1956_08_16056.pdf,1474,,
DOC16057,"K1964 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,669,K1964,Doge Alvise Mocenigo and Family before the Madonna and Child,Jacopo Tintoretto,National Gallery of Art,52B2_K1964_04_16057.pdf,669,,
DOC16058,"K1964 - Conservation report, 1979",NAM0858,NGA,,1979,1975,1979,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,669,K1964,Doge Alvise Mocenigo and Family before the Madonna and Child,Jacopo Tintoretto,National Gallery of Art,52B2_K1964_07_16058.pdf,669,,
DOC16059,"K1964 - Conservation report, 1989",NAM0858,NGA,,1989,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,669,K1964,Doge Alvise Mocenigo and Family before the Madonna and Child,Jacopo Tintoretto,National Gallery of Art,52B2_K1964_07_16059.pdf,669,,
DOC16060,"K1964 - Photograph, 1989",,,,1989,1985,1989,Photograph,"National Gallery of Art, Paintings Conservation Records",,669,K1964,Doge Alvise Mocenigo and Family before the Madonna and Child,Jacopo Tintoretto,National Gallery of Art,52B2_K1964_08_16060.pdf,669,,
DOC16061,"K1965 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1728,K1965,Portrait of an Ecclesiastic,French 15th Century,National Gallery of Art,52B2_K1965_04_16061.pdf,1728,,
DOC16062,"K1970 - Conservation report, 1983",NAM0858,NGA,,1983,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2179,K1970,The Flight into Egypt,Follower of Joachim Patinir,National Gallery of Art,52B2_K1970_07_16062.pdf,2179,,
DOC16063,"K1970 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2179,K1970,The Flight into Egypt,Follower of Joachim Patinir,National Gallery of Art,52B2_K1970_08_16063.pdf,2179,,
DOC16064,"K1970 - Photograph, 1983",,,,1983,1980,1984,Photograph,"National Gallery of Art, Paintings Conservation Records",,2179,K1970,The Flight into Egypt,Follower of Joachim Patinir,National Gallery of Art,52B2_K1970_08_16064.pdf,2179,,
DOC16065,"K1970 - Photograph, 1983",,,,1983,1980,1984,Photograph,"National Gallery of Art, Paintings Conservation Records",,2179,K1970,The Flight into Egypt,Follower of Joachim Patinir,National Gallery of Art,52B2_K1970_08_16065.pdf,2179,,
DOC16066,"K1970 - Photograph, 1983",,,,1983,1980,1984,Photograph,"National Gallery of Art, Paintings Conservation Records",,2179,K1970,The Flight into Egypt,Follower of Joachim Patinir,National Gallery of Art,52B2_K1970_08_16066.pdf,2179,,
DOC16067,"K1970 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2179,K1970,The Flight into Egypt,Follower of Joachim Patinir,National Gallery of Art,52B2_K1970_08_16067.pdf,2179,,
DOC16068,"K1972 - Work summary log, 1971",NAM0858,NGA,,1971,1970,1974,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_06_16068.pdf,1793,,
DOC16069,"K1972 - Conservation report, undated",NAM0858,NGA,,,,,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_07_16069.pdf,1793,,
DOC16070,"K1972 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_07_16070.pdf,1793,,
DOC16071,"K1972 - Conservation report, 1976",NAM0858,NGA,,1976,1975,1979,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_07_16071.pdf,1793,,
DOC16072,"K1972 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_07_16072.pdf,1793,,
DOC16073,"K1972 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_08_16073.pdf,1793,,
DOC16074,"K1972 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_08_16074.pdf,1793,,
DOC16075,"K1972 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1793,K1972,"Saint Anne with the Christ Child, the Virgin, and Saint John the Baptist",Hans Baldung Grien,National Gallery of Art,52B2_K1972_08_16075.pdf,1793,,
DOC16076,"K1992 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,478,K1992,Charity,Andrea del Sarto,National Gallery of Art,52B2_K1992_04_16076.pdf,478,,
DOC16077,"K1992 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,478,K1992,Charity,Andrea del Sarto,National Gallery of Art,52B2_K1992_07_16077.pdf,478,,
DOC16078,"K1992 - Conservation report, 1992",NAM0858,NGA,,1992,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,478,K1992,Charity,Andrea del Sarto,National Gallery of Art,52B2_K1992_07_16078.pdf,478,,
DOC16079,"K1992 - Conservation report, 2014",NAM0858,NGA,,2014,2010,2014,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,478,K1992,Charity,Andrea del Sarto,National Gallery of Art,52B2_K1992_07_16079.pdf,478,,
DOC16080,"K1992 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,478,K1992,Charity,Andrea del Sarto,National Gallery of Art,52B2_K1992_07_16080.pdf,478,,
DOC16081,"K1992 - Photograph, 1993",,,,1993,1990,1994,Photograph,"National Gallery of Art, Paintings Conservation Records",,478,K1992,Charity,Andrea del Sarto,National Gallery of Art,52B2_K1992_08_16081.pdf,478,,
DOC16082,"K1999 - Work summary log, 1970",NAM0858,NGA,,1970,1970,1974,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,530,K1999,"Church of Santa Maria della Febbre, Rome",Pieter Jansz Saenredam,National Gallery of Art,52B2_K1999_06_16082.pdf,530,,
DOC16083,"K1999 - Conservation report, 1991",NAM0858,NGA,,1991,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,530,K1999,"Church of Santa Maria della Febbre, Rome",Pieter Jansz Saenredam,National Gallery of Art,52B2_K1999_07_16083.pdf,530,,
DOC16084,"K1999 - Conservation report, 1975",NAM0858,NGA,,1975,1975,1979,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,530,K1999,"Church of Santa Maria della Febbre, Rome",Pieter Jansz Saenredam,National Gallery of Art,52B2_K1999_07_16084.pdf,530,,
DOC16085,"K1999 - Conservation report, undated",NAM0858,NGA,,,,,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,530,K1999,"Church of Santa Maria della Febbre, Rome",Pieter Jansz Saenredam,National Gallery of Art,52B2_K1999_07_16085.pdf,530,,
DOC16086,"K2000 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,2121,K2000,The Crucifixion,Master of Saint Veronica,National Gallery of Art,52B2_K2000_04_16086.pdf,2121,,
DOC16087,"K2000 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2121,K2000,The Crucifixion,Master of Saint Veronica,National Gallery of Art,52B2_K2000_07_16087.pdf,2121,,
DOC16088,"K2001 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1829,K2001,Saint Helena,Cima da Conegliano,National Gallery of Art,52B2_K2001_04_16088.pdf,1829,,
DOC16089,"K2001 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1829,K2001,Saint Helena,Cima da Conegliano,National Gallery of Art,52B2_K2001_07_16089.pdf,1829,,
DOC16090,"K2004 - Conservation report, 1991",NAM0858,NGA,,1991,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1314,K2004,Madame David,Jacques-Louis David,National Gallery of Art,52B2_K2004_07_16090.pdf,1314,,
DOC16091,"K0023 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Paintings Conservation Records",,1343,K0023,Madonna and Child [obverse],Andrea di Bartolo,National Gallery of Art,52B2_K0023_03_16091.pdf,1343,,
DOC16092,"K0023 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1343,K0023,Madonna and Child [obverse],Andrea di Bartolo,National Gallery of Art,52B2_K0023_04_16092.pdf,1343,,
DOC16093,"K0023 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1343,K0023,Madonna and Child [obverse],Andrea di Bartolo,National Gallery of Art,52B2_K0023_07_16093.pdf,1343,,
DOC16094,"K1417 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,2262,K1417,The Old Bridge,Hubert Robert,National Gallery of Art,52B2_K1417_04_16094.pdf,2262,,
DOC16095,"K1417 - Conservation report, 1990",NAM0858,NGA,,1990,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2262,K1417,The Old Bridge,Hubert Robert,National Gallery of Art,52B2_K1417_07_16095.pdf,2262,,
DOC16096,"K1621 - Conservation report, 1981",NAM0858,NGA,,1981,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_07_16096.pdf,2254,,
DOC16097,"K1621 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_07_16097.pdf,2254,,
DOC16098,"K1621 - Photograph, 1987",,,,1987,1985,1989,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16098.pdf,2254,,
DOC16099,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16099.pdf,2254,,
DOC16100,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16100.pdf,2254,,
DOC16101,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16101.pdf,2254,,
DOC16102,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16102.pdf,2254,,
DOC16103,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16103.pdf,2254,,
DOC16104,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16104.pdf,2254,,
DOC16105,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16105.pdf,2254,,
DOC16106,"K1621 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2254,K1621,The Nativity,Perino del Vaga,National Gallery of Art,52B2_K1621_08_16106.pdf,2254,,
DOC16107,"K1735 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1703,K1735,Portrait of a Man,Rosso Fiorentino,National Gallery of Art,52B2_K1735_04_16107.pdf,1703,,
DOC16108,"K1735 - Work summary log, 1957",NAM0858,NGA,,1957,1955,1959,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1703,K1735,Portrait of a Man,Rosso Fiorentino,National Gallery of Art,52B2_K1735_06_16108.pdf,1703,,
DOC16109,"K1735 - Conservation report, 1989",NAM0858,NGA,,1989,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1703,K1735,Portrait of a Man,Rosso Fiorentino,National Gallery of Art,52B2_K1735_07_16109.pdf,1703,,
